image_id,object_id,detector_conf,species,species_ru,species_conf,top_species,top_species_ru,top_species_conf,stage,stage_ru,stage_conf,spray_action,review_required,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width,bbox_height,drone_lat,drone_lon,lat,lon,geo_quality,geo_error_m,drone_abs_alt,drone_rel_alt,timestamp,crop_path
DJI_20260609122641_0177_D.JPG,4,0.7,unknown,Не определено,0.4932,crop_wheat,Пшеница (Культура / Фон),0.4932,unknown,Не определено,0.835,manual_review,True,3539,2431,4096,3072,557,641,52.92379666666667,63.36168833333333,52.92379666666667,63.36168833333333,frame_only,0.0,319.296,2.2,2026-06-09 07:26:41 +0000,crops/DJI_20260609122641_0177_D/crop_0003_0.70.jpg
DJI_20260609122641_0177_D.JPG,5,0.7,unknown,Не определено,0.5868,crop_wheat,Пшеница (Культура / Фон),0.5868,unknown,Не определено,0.7022,manual_review,True,3255,614,3670,1046,415,432,52.92379666666667,63.36168833333333,52.92379666666667,63.36168833333333,frame_only,0.0,319.296,2.2,2026-06-09 07:26:41 +0000,crops/DJI_20260609122641_0177_D/crop_0004_0.70.jpg
DJI_20260609122641_0177_D.JPG,7,0.7,unknown,Не определено,0.5608,crop_wheat,Пшеница (Культура / Фон),0.5608,unknown,Не определено,0.7608,manual_review,True,2779,14,3494,509,715,495,52.92379666666667,63.36168833333333,52.92379666666667,63.36168833333333,frame_only,0.0,319.296,2.2,2026-06-09 07:26:41 +0000,crops/DJI_20260609122641_0177_D/crop_0006_0.70.jpg
DJI_20260609122641_0177_D.JPG,9,0.7,unknown,Не определено,0.4134,field_thistle,Бодяк полевой,0.4134,unknown,Не определено,0.6297,manual_review,True,3829,2086,4096,2488,267,402,52.92379666666667,63.36168833333333,52.92379666666667,63.36168833333333,frame_only,0.0,319.296,2.2,2026-06-09 07:26:41 +0000,crops/DJI_20260609122641_0177_D/crop_0008_0.70.jpg
DJI_20260609122641_0177_D.JPG,12,0.7,unknown,Не определено,0.4716,crop_wheat,Пшеница (Культура / Фон),0.4716,unknown,Не определено,0.8582,manual_review,True,1006,1335,1208,1711,202,376,52.92379666666667,63.36168833333333,52.92379666666667,63.36168833333333,frame_only,0.0,319.296,2.2,2026-06-09 07:26:41 +0000,crops/DJI_20260609122641_0177_D/crop_0011_0.70.jpg
DJI_20260609122641_0177_D.JPG,31,0.2991,unknown,Не определено,0.4842,couch_grass,Пырей ползучий,0.4842,unknown,Не определено,0.5271,manual_review,True,0,2672,159,3043,159,371,52.92379666666667,63.36168833333333,52.92379666666667,63.36168833333333,frame_only,0.0,319.296,2.2,2026-06-09 07:26:41 +0000,crops/DJI_20260609122641_0177_D/crop_0030_0.30.jpg
DJI_20260609122641_0177_D.JPG,32,0.2755,unknown,Не определено,0.4326,crop_wheat,Пшеница (Культура / Фон),0.4326,unknown,Не определено,0.5238,manual_review,True,1325,1471,1527,1751,202,280,52.92379666666667,63.36168833333333,52.92379666666667,63.36168833333333,frame_only,0.0,319.296,2.2,2026-06-09 07:26:41 +0000,crops/DJI_20260609122641_0177_D/crop_0031_0.28.jpg
DJI_20260609122641_0177_D.JPG,35,0.2537,unknown,Не определено,0.5422,crop_wheat,Пшеница (Культура / Фон),0.5422,unknown,Не определено,0.6105,manual_review,True,0,342,123,718,123,376,52.92379666666667,63.36168833333333,52.92379666666667,63.36168833333333,frame_only,0.0,319.296,2.2,2026-06-09 07:26:41 +0000,crops/DJI_20260609122641_0177_D/crop_0034_0.25.jpg
DJI_20260609122641_0177_D.JPG,37,0.212,unknown,Не определено,0.5663,crop_wheat,Пшеница (Культура / Фон),0.5663,unknown,Не определено,0.8547,manual_review,True,3517,0,3907,83,390,83,52.92379666666667,63.36168833333333,52.92379666666667,63.36168833333333,frame_only,0.0,319.296,2.2,2026-06-09 07:26:41 +0000,crops/DJI_20260609122641_0177_D/crop_0036_0.21.jpg
DJI_20260615115515_0164_D.JPG,48,0.2994,unknown,Не определено,0.581,crop_wheat,Пшеница (Культура / Фон),0.581,unknown,Не определено,0.6814,manual_review,True,2993,1962,3239,2296,246,334,52.944005,63.33818333333333,52.944005,63.33818333333333,frame_only,0.0,286.437,0.2,2026-06-15 06:55:15 +0000,crops/DJI_20260615115515_0164_D/crop_0047_0.30.jpg
DJI_20260615134123_0339_D.JPG,1,0.7,unknown,Не определено,0.4068,field_thistle,Бодяк полевой,0.4068,unknown,Не определено,0.6231,manual_review,True,3497,0,3745,267,248,267,52.91280166666667,63.37184833333333,52.91280166666667,63.37184833333333,frame_only,0.0,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0000_0.70.jpg
DJI_20260615134123_0339_D.JPG,2,0.7,field_bindweed,Вьюнок полевой,0.6605,field_bindweed,Вьюнок полевой,0.6605,4_to_6_leaves,4–6 листьев,0.8968,spray_weed,False,0,1689,1172,2634,1172,945,52.91280166666667,63.37184833333333,52.91280166666667,63.37184833333333,frame_only,0.0,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0001_0.70.jpg
DJI_20260615134123_0339_D.JPG,5,0.7,unknown,Не определено,0.5411,crop_wheat,Пшеница (Культура / Фон),0.5411,unknown,Не определено,0.8047,manual_review,True,1713,2615,2023,3060,310,445,52.91280166666667,63.37184833333333,52.91280166666667,63.37184833333333,frame_only,0.0,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0004_0.70.jpg
DJI_20260615134123_0339_D.JPG,6,0.7,couch_grass,Пырей ползучий,0.6001,couch_grass,Пырей ползучий,0.6001,stem_elongation,Стеблевание,0.8465,spray_weed,False,2414,2556,2776,3072,362,516,52.91280166666667,63.37184833333333,52.91280166666667,63.37184833333333,frame_only,0.0,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0005_0.70.jpg
DJI_20260615134123_0339_D.JPG,7,0.7,unknown,Не определено,0.5873,couch_grass,Пырей ползучий,0.5873,unknown,Не определено,0.8761,manual_review,True,1337,2447,1811,3072,474,625,52.91280166666667,63.37184833333333,52.91280166666667,63.37184833333333,frame_only,0.0,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0006_0.70.jpg
DJI_20260615134123_0339_D.JPG,8,0.7,unknown,Не определено,0.5359,couch_grass,Пырей ползучий,0.5359,unknown,Не определено,0.9137,manual_review,True,1823,2272,2182,2669,359,397,52.91280166666667,63.37184833333333,52.91280166666667,63.37184833333333,frame_only,0.0,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0007_0.70.jpg
DJI_20260615134123_0339_D.JPG,10,0.7,unknown,Не определено,0.447,couch_grass,Пырей ползучий,0.447,unknown,Не определено,0.7611,manual_review,True,3817,0,4096,379,279,379,52.91280166666667,63.37184833333333,52.91280166666667,63.37184833333333,frame_only,0.0,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0009_0.70.jpg
DJI_20260615134123_0339_D.JPG,11,0.7,unknown,Не определено,0.4835,couch_grass,Пырей ползучий,0.4835,unknown,Не определено,0.9479,manual_review,True,1482,2200,1861,2491,379,291,52.91280166666667,63.37184833333333,52.91280166666667,63.37184833333333,frame_only,0.0,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0010_0.70.jpg
DJI_20260615134123_0339_D.JPG,12,0.7,couch_grass,Пырей ползучий,0.6778,couch_grass,Пырей ползучий,0.6778,stem_elongation,Стеблевание,0.7475,spray_weed,False,3203,2031,4083,2895,880,864,52.91280166666667,63.37184833333333,52.91280166666667,63.37184833333333,frame_only,0.0,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0011_0.70.jpg
DJI_20260615134123_0339_D.JPG,13,0.7,unknown,Не определено,0.5932,crop_wheat,Пшеница (Культура / Фон),0.5932,unknown,Не определено,0.8409,manual_review,True,1470,1943,1708,2220,238,277,52.91280166666667,63.37184833333333,52.91280166666667,63.37184833333333,frame_only,0.0,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0012_0.70.jpg
DJI_20260615134123_0339_D.JPG,14,0.7,unknown,Не определено,0.5326,crop_wheat,Пшеница (Культура / Фон),0.5326,unknown,Не определено,0.5646,manual_review,True,3109,1854,3356,2200,247,346,52.91280166666667,63.37184833333333,52.91280166666667,63.37184833333333,frame_only,0.0,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0013_0.70.jpg
DJI_20260615134123_0339_D.JPG,15,0.7,unknown,Не определено,0.5264,crop_wheat,Пшеница (Культура / Фон),0.5264,unknown,Не определено,0.7464,manual_review,True,3488,1633,3839,1958,351,325,52.91280166666667,63.37184833333333,52.91280166666667,63.37184833333333,frame_only,0.0,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0014_0.70.jpg
DJI_20260615134123_0339_D.JPG,16,0.7,unknown,Не определено,0.5276,crop_wheat,Пшеница (Культура / Фон),0.5276,unknown,Не определено,0.6267,manual_review,True,0,1340,223,1588,223,248,52.91280166666667,63.37184833333333,52.91280166666667,63.37184833333333,frame_only,0.0,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0015_0.70.jpg
DJI_20260615134123_0339_D.JPG,17,0.7,unknown,Не определено,0.5599,couch_grass,Пырей ползучий,0.5599,unknown,Не определено,0.7881,manual_review,True,0,1044,389,1369,389,325,52.91280166666667,63.37184833333333,52.91280166666667,63.37184833333333,frame_only,0.0,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0016_0.70.jpg
DJI_20260615134123_0339_D.JPG,18,0.7,couch_grass,Пырей ползучий,0.613,couch_grass,Пырей ползучий,0.613,stem_elongation,Стеблевание,0.8702,spray_weed,False,315,908,825,1605,510,697,52.91280166666667,63.37184833333333,52.91280166666667,63.37184833333333,frame_only,0.0,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0017_0.70.jpg
DJI_20260615134123_0339_D.JPG,19,0.7,unknown,Не определено,0.4373,field_bindweed,Вьюнок полевой,0.4373,unknown,Не определено,0.8136,manual_review,True,774,862,1195,1344,421,482,52.91280166666667,63.37184833333333,52.91280166666667,63.37184833333333,frame_only,0.0,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0018_0.70.jpg
DJI_20260615134123_0339_D.JPG,20,0.7,unknown,Не определено,0.5898,couch_grass,Пырей ползучий,0.5898,unknown,Не определено,0.6989,manual_review,True,3398,784,3740,1160,342,376,52.91280166666667,63.37184833333333,52.91280166666667,63.37184833333333,frame_only,0.0,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0019_0.70.jpg
DJI_20260615134123_0339_D.JPG,21,0.7,couch_grass,Пырей ползучий,0.7024,couch_grass,Пырей ползучий,0.7024,stem_elongation,Стеблевание,0.8173,spray_weed,False,594,512,842,891,248,379,52.91280166666667,63.37184833333333,52.91280166666667,63.37184833333333,frame_only,0.0,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0020_0.70.jpg
DJI_20260615134123_0339_D.JPG,22,0.7,unknown,Не определено,0.5927,crop_wheat,Пшеница (Культура / Фон),0.5927,unknown,Не определено,0.6862,manual_review,True,0,373,366,639,366,266,52.91280166666667,63.37184833333333,52.91280166666667,63.37184833333333,frame_only,0.0,314.749,2.3,2026-06-15 08:41:23 +0000,crops/DJI_20260615134123_0339_D/crop_0021_0.70.jpg
